round_epochs,loss,acc,val_loss,val_acc,activation,batch_size,dropout,epochs,hidden_size,last_activation,loss,lr,optimizer
100,0.6659868359565735,0.5915221571922302,0.0,0.0,softmax,256,0.16000000000000003,100,20,relu,binary_crossentropy,3.0500000000000007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,7.84498405456543,0.48554912209510803,0.0,0.0,softmax,256,0.1,100,24,softmax,binary_crossentropy,3.0500000000000007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,7.84498405456543,0.48554912209510803,0.0,0.0,sigmoid,256,0.2800000000000001,100,24,softmax,binary_crossentropy,5.0166666666666675,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,0.6527268290519714,0.5973024964332581,0.0,0.0,sigmoid,128,0.3400000000000001,100,20,relu,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,0.6875448226928711,0.52601158618927,0.0,0.0,sigmoid,256,0.2800000000000001,100,34,sigmoid,binary_crossentropy,3.0500000000000007,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,0.6892448663711548,0.5337187051773071,0.0,0.0,softmax,128,0.2800000000000001,100,20,sigmoid,binary_crossentropy,3.0500000000000007,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,7.84498405456543,0.48554912209510803,0.0,0.0,relu,256,0.1,100,34,relu,binary_crossentropy,3.0500000000000007,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,7.489570617675781,0.5144508481025696,0.0,0.0,sigmoid,64,0.22000000000000006,100,24,relu,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,0.6041054725646973,0.6319845914840698,0.0,0.0,sigmoid,64,0.16000000000000003,100,20,sigmoid,binary_crossentropy,5.0166666666666675,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,7.84498405456543,0.48554912209510803,0.0,0.0,softmax,64,0.2800000000000001,100,24,softmax,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,0.650781512260437,0.6204239130020142,0.0,0.0,sigmoid,256,0.2800000000000001,100,24,sigmoid,binary_crossentropy,5.0166666666666675,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,7.84498405456543,0.48554912209510803,0.0,0.0,sigmoid,256,0.2800000000000001,100,30,softmax,binary_crossentropy,5.0166666666666675,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,0.5104429125785828,0.7437379360198975,0.0,0.0,sigmoid,128,0.22000000000000006,100,24,sigmoid,binary_crossentropy,3.0500000000000007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,0.6235666275024414,0.6319845914840698,0.0,0.0,softmax,64,0.2800000000000001,100,30,relu,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,7.84498405456543,0.48554912209510803,0.0,0.0,relu,64,0.16000000000000003,100,34,softmax,binary_crossentropy,3.0500000000000007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,7.84498405456543,0.48554912209510803,0.0,0.0,sigmoid,256,0.22000000000000006,100,24,relu,binary_crossentropy,5.0166666666666675,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,7.489570617675781,0.5144508481025696,0.0,0.0,relu,256,0.2800000000000001,100,34,relu,binary_crossentropy,4.033333333333334,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,0.6546839475631714,0.6165703535079956,0.0,0.0,softmax,256,0.22000000000000006,100,24,relu,binary_crossentropy,4.033333333333334,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,7.84498405456543,0.48554912209510803,0.0,0.0,sigmoid,128,0.22000000000000006,100,34,softmax,binary_crossentropy,5.0166666666666675,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,7.84498405456543,0.48554912209510803,0.0,0.0,sigmoid,128,0.2800000000000001,100,30,relu,binary_crossentropy,5.0166666666666675,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,0.693047821521759,0.5144508481025696,0.0,0.0,softmax,128,0.22000000000000006,100,34,relu,binary_crossentropy,4.033333333333334,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
