round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,epochs,filters,ker_size,loss,lr,lstm_out_size,optimizer,pool_size,strides,weight_regulizer
100,0.42615678170148064,0.8117647,0.6934020658061929,0.65753424,64,0.12,100,8,16,binary_crossentropy,5.05,8,adam,2,2,None
100,0.4263995689504287,0.82058823,0.6581054925918579,0.6438356,256,0.04,100,24,16,binary_crossentropy,2.08,24,adam,2,2,None
100,0.30941960601245655,0.87058824,0.7430700369893688,0.6164383,16,0.08,100,8,8,binary_crossentropy,7.03,16,nadam,2,1,None
100,0.2650326371192932,0.87058824,0.8757324588217147,0.70547944,16,0.08,100,8,24,binary_crossentropy,6.04,24,adam,2,1,None
100,0.4033474515466129,0.8352941,0.645519246793773,0.6849315,64,0.24,100,16,16,binary_crossentropy,7.03,24,adam,2,1,None
100,0.247271484487197,0.90588236,0.8357049798312253,0.6849315,16,0.08,100,16,16,binary_crossentropy,9.01,24,adam,2,1,None
100,0.4666838796699748,0.8,0.7279008030891418,0.5958904,256,0.16,100,8,24,binary_crossentropy,5.05,24,nadam,2,2,None
100,0.3434655382352717,0.87352943,0.7066862460685103,0.6643836,16,0.32,100,24,8,binary_crossentropy,1.09,8,nadam,1,1,None
100,0.31857540432144615,0.85882354,0.7559671442802638,0.65753424,64,0.0,100,16,24,binary_crossentropy,7.03,8,adam,1,2,None
100,0.2828690956620609,0.89411765,0.7788971589036184,0.6438356,16,0.28,100,24,8,binary_crossentropy,0.1,16,adam,1,2,None
